date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,emergency_scenario_type,emergency_scenario_severity_0_5,vector_borne_cases,respiratory_cases,gastrointestinal_cases,other_fever_cases,severe_respiratory_cases,pediatric_cases,antenatal_cases,obstetric_emergency_cases,immunization_visits,oxygen_support_cases,required_oxygen_cylinders,available_oxygen_cylinders,oxygen_shortage_units,oxygen_shortage_flag,total_general_beds,occupied_general_beds,expected_general_discharges,out_of_service_general_beds,available_general_beds,projected_general_occupancy,overflow_general_patients,required_general_beds,total_emergency_beds,occupied_emergency_beds,expected_emergency_discharges,out_of_service_emergency_beds,available_emergency_beds,projected_emergency_occupancy,overflow_emergency_patients,required_emergency_beds,total_isolation_beds,occupied_isolation_beds,expected_isolation_discharges,out_of_service_isolation_beds,available_isolation_beds,projected_isolation_occupancy,overflow_isolation_patients,required_isolation_beds,overflow_patients,opening_stock_iv_fluids,received_iv_fluids,used_iv_fluids,expired_iv_fluids,closing_stock_iv_fluids,required_iv_fluids,iv_fluids_shortage_units,iv_fluids_reorder_flag,opening_stock_ors,received_ors,used_ors,expired_ors,closing_stock_ors,required_ors,ors_shortage_units,ors_reorder_flag,opening_stock_diagnostic_test_kits,received_diagnostic_test_kits,used_diagnostic_test_kits,expired_diagnostic_test_kits,closing_stock_diagnostic_test_kits,required_diagnostic_test_kits,diagnostic_test_kits_shortage_units,diagnostic_test_kits_reorder_flag,opening_stock_antipyretics,received_antipyretics,used_antipyretics,expired_antipyretics,closing_stock_antipyretics,required_antipyretics,antipyretics_shortage_units,antipyretics_reorder_flag,opening_stock_ppe_kits,received_ppe_kits,used_ppe_kits,expired_ppe_kits,closing_stock_ppe_kits,required_ppe_kits,ppe_kits_shortage_units,ppe_kits_reorder_flag,minimum_obgyn_coverage,required_obgyn_duty_hours,obgyn_on_call_required,obgyn_shortage_flag,minimum_pediatrician_coverage,required_pediatrician_duty_hours,pediatrician_on_call_required,pediatrician_shortage_flag,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_ambulances,available_ambulances,ambulance_shortage_units,ambulance_shortage_flag,resource_shortage_count,emergency_risk_level
2021-11-07,Sunday,7,44,11,Post_Monsoon,1,0,0,0,1,0,0,0.0,23.2,15.1,53.8,,0,0,0,68,14,6,11,8,99,98.0,106.0,100.0,114.29,12.66,98.0,115.21,None,0,2,3,6,3,0,1,1,2,2,1,3,7,0,0,28,16,3,2,10,16,0,16,10,2,1,0,8,2,0,2,28,7,1,2,19,7,0,7,0,183,0,14,0,169,14,0,0,350,0,7,1,342,7,0,0,357,0,9,0,348,9,0,0,827,0,17,2,808,17,0,0,464,0,4,0,460,4,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,6,1,1,1,1,1,2,0,0,1,Watch
2021-11-08,Monday,1,45,11,Post_Monsoon,0,0,0,0,0,0,0,0.0,24.3,15.4,56.5,,0,0,0,90,16,5,6,5,117,99.0,98.0,115.0,114.14,12.82,128.0,115.29,None,0,4,2,7,3,0,2,1,1,1,0,2,5,0,0,28,14,4,2,12,14,0,14,10,1,2,0,9,1,0,1,28,8,1,2,18,8,0,8,0,169,0,10,0,159,10,0,0,342,0,8,1,333,8,0,0,348,0,11,0,337,11,0,0,808,0,20,2,786,20,0,0,460,0,5,0,455,5,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,3,0,0,0,Normal
2021-11-09,Tuesday,2,45,11,Post_Monsoon,0,0,1,0,0,1,2,1.6,21.5,13.5,55.2,,0,0,0,90,14,11,13,7,128,117.0,99.0,122.0,114.43,12.86,118.0,114.5,None,0,3,4,5,2,0,4,4,0,3,1,3,6,0,0,28,18,0,1,9,18,0,18,10,3,0,0,7,3,0,3,28,8,1,0,20,8,0,8,0,159,0,12,0,147,12,0,0,333,0,6,1,326,6,0,0,337,0,10,0,327,10,0,0,786,0,18,2,766,18,0,0,455,0,4,0,451,4,0,0,2,8,1,0,1,8,1,0,2,1,2,1,1,2,6,2,1,1,1,1,2,0,0,0,Normal
2021-11-10,Wednesday,3,45,11,Post_Monsoon,0,0,1,1,0,0,2,4.1,23.4,15.3,51.1,,0,1,8,112,15,5,88,24,220,128.0,117.0,124.0,115.29,13.52,119.0,115.21,Mass_Casualty,4,4,4,6,1,0,1,0,2,2,3,5,6,0,0,28,17,5,2,9,17,0,17,10,9,3,1,0,12,3,12,28,13,3,0,15,13,0,13,3,447,300,33,1,413,33,0,0,326,0,7,1,318,7,0,0,327,0,12,0,315,12,0,0,766,0,21,1,744,21,0,0,451,0,22,0,429,22,0,0,2,20,1,1,1,8,0,0,3,1,3,1,2,3,7,1,1,1,4,4,2,2,1,3,Critical
2021-11-11,Thursday,4,45,11,Post_Monsoon,0,0,1,0,0,1,3,0.0,24.2,15.5,53.4,,0,0,0,93,18,11,19,9,141,220.0,128.0,135.0,129.0,39.37,112.0,122.43,Road_Accident_Surge,3,3,5,5,5,0,5,5,0,1,1,3,7,0,0,28,18,4,0,10,18,0,18,10,7,6,1,2,7,0,7,28,11,5,1,16,11,0,11,0,413,0,15,1,397,15,0,0,318,0,6,1,311,6,0,0,315,0,12,0,303,12,0,0,744,0,22,1,721,22,0,0,429,0,8,0,421,8,0,0,2,8,1,0,1,8,1,0,2,1,3,1,1,2,7,2,1,1,2,3,3,0,0,0,Watch
2021-11-12,Friday,5,45,11,Post_Monsoon,0,0,0,0,0,0,0,1.1,22.8,13.7,52.2,,0,0,0,85,16,6,7,7,114,141.0,220.0,106.0,129.86,39.56,120.0,124.5,None,0,10,4,1,1,0,2,1,2,1,1,3,7,0,0,28,17,2,2,9,17,0,17,10,5,4,2,3,5,0,5,28,14,1,2,12,14,0,14,0,397,0,11,1,385,11,0,0,311,0,2,1,308,2,0,0,303,0,12,0,291,12,0,0,721,0,20,1,700,20,0,0,421,0,10,0,411,10,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,7,1,1,1,1,1,2,0,0,1,Watch
2021-11-13,Saturday,6,45,11,Post_Monsoon,1,0,0,0,0,0,0,0.0,25.5,18.7,51.1,,0,0,0,74,14,6,9,5,103,114.0,141.0,98.0,131.0,38.97,118.0,124.07,None,0,5,3,3,3,0,3,0,0,3,1,3,6,0,0,28,15,5,1,12,15,0,15,10,5,0,0,5,5,0,5,28,12,4,0,16,12,0,12,0,385,0,9,1,375,9,0,0,308,0,4,1,303,4,0,0,291,0,10,0,281,10,0,0,700,0,17,1,682,17,0,0,411,0,6,0,405,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-14,Sunday,7,45,11,Post_Monsoon,1,0,0,0,0,0,0,0.8,23.3,15.3,49.3,,0,0,0,64,10,6,8,5,88,103.0,114.0,99.0,131.71,38.4,100.0,123.0,None,0,5,3,0,2,0,3,2,0,1,1,3,8,0,0,28,12,3,1,15,12,0,12,10,5,3,1,4,5,0,5,28,12,2,2,14,12,0,12,0,375,0,8,1,366,8,0,0,303,0,1,1,301,1,0,0,281,0,8,0,273,8,0,0,682,0,13,1,668,13,0,0,405,0,6,0,399,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2021-11-15,Monday,1,46,11,Post_Monsoon,0,0,0,0,0,0,0,0.5,25.8,15.8,47.5,,0,0,0,91,16,5,8,5,120,88.0,103.0,117.0,130.14,39.9,115.0,122.14,None,0,5,6,2,3,0,4,0,0,1,1,3,4,0,0,28,15,1,2,11,15,0,15,10,4,1,0,6,4,0,4,28,13,0,1,14,13,0,13,0,366,0,9,1,356,9,0,0,301,0,3,1,297,3,0,0,273,0,11,0,262,11,0,0,668,0,20,1,647,20,0,0,399,0,5,0,394,5,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-16,Tuesday,2,46,11,Post_Monsoon,0,0,0,0,0,1,0,0.0,21.7,14.7,54.1,,0,0,0,87,16,10,8,8,121,120.0,88.0,128.0,130.57,39.77,122.0,122.5,None,0,5,7,4,0,2,3,5,0,2,3,5,6,0,0,28,17,4,0,11,17,0,17,10,2,3,1,7,2,0,2,28,13,1,0,15,13,0,13,0,356,0,13,1,342,13,0,0,297,0,5,1,291,5,0,0,262,0,11,0,251,11,0,0,647,0,20,1,626,20,0,0,394,0,7,0,387,7,0,0,2,8,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-17,Wednesday,3,46,11,Post_Monsoon,0,0,0,1,0,0,1,2.0,22.0,14.1,49.7,,0,0,0,100,14,5,12,7,131,121.0,120.0,220.0,129.57,39.91,124.0,122.43,None,0,10,2,2,0,0,2,1,0,2,1,3,5,0,0,28,16,5,0,12,16,0,16,10,0,2,0,10,0,0,0,28,12,4,0,16,12,0,12,0,342,0,11,1,330,11,0,0,291,0,3,1,287,3,0,0,251,0,12,0,239,12,0,0,626,0,19,1,606,19,0,0,387,0,7,0,380,7,0,0,2,8,0,0,1,8,0,0,3,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2021-11-18,Thursday,4,46,11,Post_Monsoon,0,0,0,0,0,1,0,1.2,22.3,14.5,54.6,,0,0,0,81,18,9,8,6,116,131.0,121.0,141.0,116.86,16.23,135.0,122.93,None,0,7,2,4,5,0,2,6,1,0,1,3,6,0,0,28,17,2,1,10,17,0,17,10,2,0,0,8,2,0,2,28,12,1,1,15,12,0,12,0,330,0,11,1,318,11,0,0,287,0,5,1,281,5,0,0,239,0,12,0,227,12,0,0,606,0,21,1,584,21,0,0,380,0,3,0,377,3,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-19,Friday,5,46,11,Post_Monsoon,0,0,0,0,0,0,0,0.0,20.8,13.0,61.3,,0,0,0,78,17,6,8,6,109,116.0,131.0,114.0,113.29,12.94,106.0,121.57,None,0,8,4,2,3,0,2,2,0,2,1,3,4,0,0,28,14,7,2,12,14,0,14,10,2,0,1,7,2,0,2,28,12,2,0,16,12,0,12,0,318,0,10,1,307,10,0,0,281,0,4,1,276,4,0,0,227,0,11,0,216,11,0,0,584,0,20,1,563,20,0,0,377,0,6,0,371,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2021-11-20,Saturday,6,46,11,Post_Monsoon,1,0,0,0,0,0,0,0.3,21.5,12.5,47.6,,0,0,0,70,16,5,11,6,102,109.0,116.0,103.0,112.57,13.01,98.0,121.79,None,0,3,5,5,3,1,3,2,0,0,2,4,5,0,0,28,10,5,0,18,10,0,10,10,1,2,1,8,1,0,1,28,14,2,1,13,14,0,14,0,307,0,11,1,295,11,0,0,276,0,6,1,269,6,0,0,216,0,10,0,206,10,0,0,563,0,18,1,544,18,0,0,371,0,11,0,360,11,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2021-11-21,Sunday,7,46,11,Post_Monsoon,1,0,0,0,0,0,0,0.0,25.2,17.2,52.4,,0,0,0,69,17,5,11,7,102,102.0,109.0,88.0,112.43,13.12,99.0,122.07,None,0,3,6,6,2,0,1,2,1,1,1,3,8,0,0,28,14,0,1,13,14,0,14,10,1,1,0,9,1,0,1,28,13,3,2,13,13,0,13,0,295,0,13,1,281,13,0,0,269,0,7,1,261,7,0,0,206,0,10,0,196,10,0,1,544,0,19,1,524,19,0,0,360,0,7,0,353,7,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-22,Monday,1,47,11,Post_Monsoon,0,0,0,0,0,0,0,1.5,23.7,15.0,51.9,,0,0,0,88,19,7,7,6,121,102.0,102.0,120.0,114.43,9.93,117.0,122.29,None,0,6,5,3,5,0,2,3,2,0,1,3,8,0,0,28,12,6,1,15,12,0,12,10,1,0,1,8,1,0,1,28,8,7,2,18,8,0,8,0,281,0,11,1,269,11,0,0,261,0,5,1,255,5,0,0,196,0,12,0,184,12,0,0,524,0,22,1,501,22,0,0,353,0,6,0,347,6,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,5,1,1,1,1,1,4,0,0,1,Watch
2021-11-23,Tuesday,2,47,11,Post_Monsoon,0,0,0,0,0,1,0,0.4,17.8,10.2,58.5,,0,0,0,86,22,11,5,7,124,121.0,102.0,121.0,114.57,10.01,128.0,122.57,None,0,6,9,4,3,1,2,7,0,2,2,4,6,0,0,28,14,4,2,12,14,0,14,10,1,0,1,8,1,0,1,28,9,0,0,19,9,0,9,0,269,0,13,1,255,13,0,0,255,0,6,0,249,6,0,0,184,0,13,0,171,13,0,0,501,0,24,1,476,24,0,0,347,0,7,0,340,7,0,0,2,8,1,0,1,8,0,0,2,1,1,1,1,2,6,2,1,1,1,1,2,0,0,0,Normal
2021-11-24,Wednesday,3,47,11,Post_Monsoon,0,0,0,1,0,0,1,0.0,22.0,13.2,53.8,,0,0,0,96,18,5,14,7,133,124.0,121.0,131.0,115.0,10.34,220.0,122.29,None,0,5,6,4,3,1,2,1,1,1,2,4,4,0,0,28,15,3,2,11,15,0,15,10,3,0,2,5,3,0,3,28,7,3,2,19,7,0,7,0,255,0,12,0,243,12,0,0,249,0,5,0,244,5,0,0,171,0,12,0,159,12,0,0,476,0,22,1,453,22,0,0,340,0,6,0,334,6,0,0,2,12,1,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,2,2,3,0,0,0,Normal
2021-11-25,Thursday,4,47,11,Post_Monsoon,0,0,0,0,0,1,0,0.0,20.2,13.6,53.5,,0,0,0,84,14,10,5,6,113,133.0,124.0,116.0,115.29,10.79,141.0,116.07,None,0,4,4,5,1,1,4,4,0,2,1,3,7,0,0,28,15,5,0,13,15,0,15,10,4,0,1,5,4,0,4,28,5,2,3,20,5,0,5,0,243,0,11,0,232,11,0,0,244,0,6,0,238,6,0,0,159,0,10,0,149,10,0,0,453,0,18,1,434,18,0,0,334,0,3,0,331,3,0,0,2,8,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2021-11-26,Friday,5,47,11,Post_Monsoon,0,0,0,0,0,0,0,0.0,24.5,16.4,50.1,,0,0,0,80,11,8,8,6,107,113.0,133.0,109.0,114.86,10.82,114.0,114.07,None,0,3,4,3,1,1,5,3,0,0,2,4,5,0,0,28,16,3,1,11,16,0,16,10,1,3,2,7,1,0,1,28,5,2,1,22,5,0,5,0,232,0,10,0,222,10,0,0,238,0,4,0,234,4,0,0,149,0,8,0,141,8,0,0,434,0,15,1,418,15,0,0,331,0,7,0,324,7,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,5,1,1,1,1,1,2,0,0,0,Normal
2021-11-27,Saturday,6,47,11,Post_Monsoon,1,0,1,0,0,0,1,0.0,24.1,15.2,55.4,,0,0,0,78,16,5,17,9,116,107.0,113.0,102.0,114.57,10.99,103.0,113.57,Road_Accident_Surge,2,7,3,1,5,1,2,1,0,2,2,4,5,0,0,28,17,4,2,9,17,0,17,10,2,0,0,8,2,0,2,28,8,0,1,19,8,0,8,0,222,0,14,0,208,14,0,0,234,0,2,0,232,2,0,0,421,280,11,0,410,11,0,0,418,0,19,1,398,19,0,1,324,0,8,0,316,8,0,0,2,8,0,0,1,8,0,0,2,1,3,1,1,2,6,1,1,1,2,3,2,1,1,1,Watch
2021-11-28,Sunday,7,47,11,Post_Monsoon,1,0,0,0,0,0,0,0.0,25.0,17.6,52.1,,0,0,0,65,10,7,12,6,94,116.0,107.0,102.0,116.57,9.72,88.0,114.5,None,0,5,4,0,1,0,1,4,1,1,1,3,4,0,0,28,18,2,0,10,18,0,18,10,3,0,1,6,3,0,3,28,10,0,1,17,10,0,10,0,208,0,9,0,199,9,0,1,232,0,1,0,231,1,0,0,410,0,8,0,402,8,0,0,398,0,13,1,384,13,0,0,316,0,6,0,310,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2021-11-29,Monday,1,48,11,Post_Monsoon,0,0,0,0,0,0,0,0.0,18.7,12.9,54.3,,0,0,0,88,19,5,6,7,118,94.0,116.0,121.0,115.43,11.65,120.0,114.93,None,0,4,7,6,2,0,1,2,1,1,1,3,5,0,0,28,14,7,2,12,14,0,14,10,5,1,2,3,5,0,5,28,7,4,1,20,7,0,7,0,199,0,13,0,186,13,0,0,231,0,7,0,224,7,0,0,402,0,12,0,390,12,0,0,384,0,22,1,361,22,0,0,310,0,6,0,304,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-11-30,Tuesday,2,48,11,Post_Monsoon,0,0,1,0,0,1,3,0.0,22.4,13.1,55.2,,0,0,0,92,15,12,17,8,136,118.0,94.0,124.0,115.0,11.49,121.0,114.79,Road_Accident_Surge,2,7,4,3,1,0,5,6,1,0,1,3,5,0,0,28,18,1,2,8,18,0,18,10,4,4,0,6,4,0,4,28,6,1,0,22,6,0,6,0,186,0,13,0,173,13,0,0,224,0,4,0,220,4,0,0,390,0,11,0,379,11,0,0,361,0,19,1,341,19,0,0,304,0,2,0,302,2,0,0,2,12,1,0,1,8,1,0,2,1,3,1,1,2,6,2,1,1,2,3,4,0,0,0,Watch
2021-12-01,Wednesday,3,48,12,Winter,0,0,0,1,0,0,1,0.0,19.5,13.5,57.6,,0,0,0,94,18,6,8,6,126,136.0,118.0,133.0,116.71,13.43,131.0,115.86,None,0,8,7,2,1,1,2,1,1,2,2,4,4,0,0,28,20,2,0,8,20,0,20,10,3,1,0,7,3,0,3,28,8,0,2,18,8,0,8,0,173,0,10,0,163,10,0,0,220,0,4,0,216,4,0,0,379,0,13,0,366,13,0,0,341,0,22,1,318,22,0,0,302,0,8,0,294,8,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2021-12-02,Thursday,4,48,12,Winter,0,0,0,0,0,1,0,0.0,23.0,13.0,52.2,,0,0,0,86,18,11,7,8,122,126.0,136.0,113.0,115.71,12.41,116.0,115.5,None,0,7,8,2,1,2,2,5,1,3,3,5,6,0,0,28,16,10,0,12,16,0,16,10,2,2,2,6,2,0,2,28,7,2,1,20,7,0,7,0,163,0,13,0,150,13,0,0,216,0,4,0,212,4,0,0,366,0,12,0,354,12,0,0,1018,700,21,2,995,21,0,0,294,0,8,0,286,8,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,2,1,1,1,1,2,0,0,0,Normal
2021-12-03,Friday,5,48,12,Winter,0,0,0,0,0,0,0,0.0,24.3,14.9,51.8,,0,0,0,83,19,5,7,6,114,122.0,126.0,107.0,117.0,12.52,109.0,115.93,None,0,8,8,2,1,2,2,2,0,1,3,5,8,0,0,28,15,4,1,12,15,0,15,10,5,0,0,5,5,0,5,28,4,3,2,22,4,0,4,0,450,300,11,1,438,11,0,0,212,0,4,0,208,4,0,0,354,0,12,0,342,12,0,0,995,0,22,2,971,22,0,0,286,0,6,0,280,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2021-12-04,Saturday,6,48,12,Winter,1,0,0,0,0,0,0,0.0,23.1,15.7,51.8,,0,0,0,68,15,4,12,7,99,114.0,122.0,116.0,118.0,11.95,102.0,116.29,None,0,3,5,6,1,0,2,0,0,2,1,3,4,0,0,28,15,3,2,11,15,0,15,10,2,4,2,6,2,0,2,28,6,1,2,20,6,0,6,0,438,0,12,1,425,12,0,0,208,0,7,0,201,7,0,0,342,0,9,0,333,9,0,0,971,0,17,2,952,17,0,0,280,0,8,0,272,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,2,0,0,0,Normal
2021-12-05,Sunday,7,48,12,Winter,1,0,0,0,0,0,0,0.0,21.7,13.8,55.4,,0,0,0,62,18,4,11,5,95,99.0,114.0,94.0,115.57,13.71,102.0,116.07,None,0,9,3,5,1,1,2,1,0,1,1,3,4,0,0,28,13,3,2,13,13,0,13,10,5,0,2,3,5,0,5,28,7,0,1,20,7,0,7,0,425,0,10,1,414,10,0,0,201,0,6,0,195,6,0,0,333,0,11,0,322,11,0,0,952,0,19,2,931,19,0,0,272,0,4,0,268,4,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-12-06,Monday,1,49,12,Winter,0,0,0,0,0,0,0,0.0,24.6,18.0,50.7,,0,0,0,90,11,5,6,6,112,95.0,99.0,118.0,115.71,13.49,121.0,115.57,None,0,3,4,2,2,0,2,2,1,0,1,3,4,0,0,28,11,5,2,15,11,0,11,10,5,1,2,3,5,0,5,28,9,0,2,17,9,0,9,0,414,0,9,1,404,9,0,0,195,0,3,0,192,3,0,0,322,0,9,0,313,9,0,0,931,0,16,2,913,16,0,0,268,0,6,0,262,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2021-12-07,Tuesday,2,49,12,Winter,0,0,0,0,0,1,0,0.0,24.4,15.0,58.4,,0,0,0,88,14,10,10,6,122,112.0,95.0,136.0,114.86,13.51,124.0,114.93,None,0,4,7,3,0,2,3,6,0,1,3,5,6,0,0,28,9,4,2,17,9,0,9,10,5,1,2,3,5,0,5,28,11,1,0,17,11,0,11,0,404,0,10,1,393,10,0,0,192,0,4,0,188,4,0,0,313,0,10,0,303,10,0,0,913,0,18,2,893,18,0,0,262,0,11,0,251,11,0,0,2,8,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-12-08,Wednesday,3,49,12,Winter,0,0,0,1,0,0,1,0.0,20.2,11.0,62.0,,0,0,0,93,15,8,12,9,128,122.0,112.0,126.0,112.86,11.04,133.0,114.79,None,0,11,2,0,2,0,3,5,0,0,1,3,8,0,0,28,9,3,0,19,9,0,9,10,8,2,2,0,9,1,9,28,9,2,1,18,9,0,9,1,393,0,13,1,379,13,0,0,188,0,2,0,186,2,0,0,303,0,12,0,291,12,0,0,893,0,19,2,872,19,0,0,251,0,1,0,250,1,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,1,Critical
2021-12-09,Thursday,4,49,12,Winter,0,0,0,0,0,1,0,0.0,23.6,16.3,59.0,,0,0,0,84,17,10,7,6,118,128.0,122.0,122.0,113.14,11.39,113.0,114.43,None,0,5,4,6,2,0,1,5,3,1,1,3,5,0,0,28,10,2,0,18,10,0,10,10,4,5,2,4,4,0,4,28,12,0,1,15,12,0,12,0,379,0,12,1,366,12,0,0,186,0,7,0,179,7,0,0,291,0,11,0,280,11,0,0,872,0,20,2,850,20,0,0,250,0,8,0,242,8,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,6,1,1,1,1,1,2,0,0,1,Watch
2021-12-10,Friday,5,49,12,Winter,0,0,0,0,0,0,0,0.0,21.3,14.3,55.7,,0,0,0,85,18,8,7,6,118,118.0,128.0,114.0,112.57,11.03,107.0,114.79,None,0,3,5,3,7,0,3,4,1,0,1,3,4,0,0,28,12,3,0,16,12,0,12,10,1,4,0,9,1,0,1,28,9,3,0,19,9,0,9,0,366,0,11,1,354,11,0,0,179,0,4,0,175,4,0,0,280,0,11,0,269,11,0,0,850,0,21,2,827,21,0,0,242,0,2,0,240,2,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,2,0,0,0,Normal
2021-12-11,Saturday,6,49,12,Winter,1,0,0,0,0,0,0,0.0,25.1,17.8,47.0,,0,0,0,73,18,7,13,7,111,118.0,118.0,99.0,113.14,11.19,116.0,115.57,None,0,5,7,4,2,2,2,0,2,3,3,5,4,1,1,28,10,4,2,16,10,0,10,10,3,1,0,7,3,0,3,28,8,3,1,19,8,0,8,0,354,0,12,1,341,12,0,0,175,0,5,0,170,5,0,0,269,0,11,0,258,11,0,0,827,0,20,2,805,20,0,0,240,0,9,0,231,9,0,0,2,20,1,1,1,8,0,0,2,1,2,1,2,2,5,1,1,1,1,1,4,0,0,2,Watch
2021-12-12,Sunday,7,49,12,Winter,1,0,0,0,0,0,0,0.0,20.6,10.1,57.8,,0,0,0,68,19,4,10,5,101,111.0,118.0,95.0,114.86,9.72,94.0,115.21,None,0,5,9,1,4,1,1,2,0,1,2,4,7,0,0,28,9,2,2,17,9,0,9,10,3,2,2,5,3,0,3,28,8,2,1,19,8,0,8,0,341,0,9,1,331,9,0,0,170,0,3,0,167,3,0,0,258,0,11,0,247,11,0,0,805,0,21,2,782,21,0,0,231,0,9,0,222,9,0,1,2,8,0,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2021-12-13,Monday,1,50,12,Winter,0,0,0,0,0,0,0,0.0,23.4,17.2,57.6,,0,0,0,90,18,6,5,6,119,101.0,111.0,112.0,115.71,8.05,118.0,115.71,None,0,4,6,7,1,0,4,2,0,0,1,3,5,0,0,28,9,2,2,17,9,0,9,10,3,0,1,6,3,0,3,28,11,1,2,15,11,0,11,0,331,0,12,1,318,12,0,0,167,0,8,0,159,8,0,0,247,0,12,0,235,12,0,0,782,0,22,2,758,22,0,0,222,0,11,0,211,11,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2021-12-14,Tuesday,2,50,12,Winter,0,0,0,0,0,1,0,0.0,23.1,14.0,56.3,,0,0,0,86,16,10,8,6,120,119.0,101.0,122.0,116.71,7.96,136.0,115.79,None,0,2,6,5,3,0,5,3,1,1,1,3,5,0,0,28,13,1,0,15,13,0,13,10,1,2,0,9,1,0,1,28,10,2,1,17,10,0,10,0,318,0,11,1,306,11,0,0,159,0,6,0,153,6,0,0,235,0,10,0,225,10,0,0,758,0,20,1,737,20,0,0,211,0,5,0,206,5,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2021-12-15,Wednesday,3,50,12,Winter,0,0,0,1,0,0,1,0.0,20.3,12.7,61.1,,0,0,0,88,18,7,15,8,128,120.0,119.0,128.0,116.43,7.8,126.0,114.64,None,0,6,8,1,3,1,5,2,0,0,2,4,5,0,0,28,14,4,2,12,14,0,14,10,2,0,1,7,2,0,2,28,12,0,2,14,12,0,12,0,306,0,13,1,292,13,0,0,153,0,3,0,150,3,0,0,225,0,12,0,213,12,0,0,737,0,21,1,715,21,0,0,206,0,9,0,197,9,0,0,2,8,0,0,1,8,1,0,2,1,2,1,1,2,6,1,1,1,2,2,2,0,0,0,Normal
